OBJECTID,mifcode,strecke_nr,richtung,laenge,von_km_i,bis_km_i,von_km_l,bis_km_l,elektrifiz,bahnnutzun,geschwindi,strecke_ku,gleisanzah,bahnart,kmspru_typ,kmspru_t00,Shape__Length,Shape__Length_2
121,xka_mrk_830,1750,1,59,104150053,104160012,"41,5 + 53","41,6 + 12",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wunstorf - Lehrte,zweigleisig,Hauptbahn, , ,,
122,xka_mrk_830,1750,1,244,104190000,104210044,"41,9 + 0","42,1 + 44",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wunstorf - Lehrte,zweigleisig,Hauptbahn, , ,,
123,xka_mrk_830,1753,1,2041,102660044,102860085,"26,6 + 44","28,6 + 85",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Hannover Waldhausen - Wülfel,zweigleisig,Hauptbahn, , ,,
124,xka_mrk_830,1753,0,1280,102860085,102990065,"28,6 + 85","29,9 + 65",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Hannover Waldhausen - Wülfel,eingleisig,Hauptbahn, , ,,
125,xka_mrk_830,1760,1,500,100000000,100050000,"0,0 + 0","0,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Hannover - Soest,zweigleisig,Hauptbahn, , ,,
126,xka_mrk_830,1760,1,517,110630083,110690000,"106,3 + 83","106,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Hannover - Soest,zweigleisig,Hauptbahn, , ,,
127,xka_mrk_830,1760,1,200,110690000,110710000,"106,9 + 0",107.1 +     0,Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Hannover - Soest,zweigleisig,Hauptbahn, ,Fehllänge ankommend,,
128,xka_mrk_830,1760,1,0,110710000,110710065,107.1 +     0,107.1 +    65,Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Hannover - Soest,zweigleisig,Hauptbahn,Fehllänge ankommend,Fehllänge abgehend,,
129,xka_mrk_830,1760,1,728,110710065,110780093,107.1 +    65,"107,8 + 93",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Hannover - Soest,zweigleisig,Hauptbahn,Fehllänge abgehend, ,,
130,xka_mrk_830,1760,1,107,110780093,110800000,"107,8 + 93","108,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Hannover - Soest,zweigleisig,Hauptbahn, , ,,
131,xka_mrk_830,1770,1,1432,101410010,101550042,"14,1 + 10","15,5 + 42",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Lehrte - Nordstemmen,zweigleisig,Hauptbahn, , ,,
132,xka_mrk_830,1773,0,101,104020056,104030057,"40,2 + 56","40,3 + 57",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Hildesheim - Goslar,eingleisig,Hauptbahn, , ,,
133,xka_mrk_830,1773,1,206,104030057,104050063,"40,3 + 57","40,5 + 63",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Hildesheim - Goslar,zweigleisig,Hauptbahn, , ,,
134,xka_mrk_830,1773,1,526,104050063,104100089,"40,5 + 63","41,0 + 89",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Hildesheim - Goslar,zweigleisig,Hauptbahn, , ,,
135,xka_mrk_830,1775,0,49,101540061,101550010,"15,4 + 61","15,5 + 10",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,"Lehrte, W 316 - W 828",eingleisig,Hauptbahn, , ,,
136,xka_mrk_830,1775,1,1448,101550010,101690058,"15,5 + 10","16,9 + 58",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,"Lehrte, W 316 - W 828",zweigleisig,Hauptbahn, , ,,
137,xka_mrk_830,1775,1,571,101690058,101750029,"16,9 + 58","17,5 + 29",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,"Lehrte, W 316 - W 828",zweigleisig,Hauptbahn, , ,,
138,xka_mrk_830,1775,1,1299,101750029,101880028,"17,5 + 29","18,8 + 28",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,"Lehrte, W 316 - W 828",zweigleisig,Hauptbahn, , ,,
139,xka_mrk_830,1820,1,118,107960082,107980000,"79,6 + 82",79.8 +     0,nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Elze - Löhne,zweigleisig,Hauptbahn, ,Überlängenanfang,,
140,xka_mrk_830,1820,1,192,107980000,107990080,79.8 +     0,79.9 +    80,nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Elze - Löhne,zweigleisig,Hauptbahn,Überlängenanfang,Überlängenende,,
141,xka_mrk_830,1820,1,693,107990080,108060073,79.9 +    80,"80,6 + 73",nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Elze - Löhne,zweigleisig,Hauptbahn,Überlängenende, ,,
142,xka_mrk_830,1820,1,1302,108060073,108190075,"80,6 + 73","81,9 + 75",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Elze - Löhne,zweigleisig,Hauptbahn, , ,,
143,xka_mrk_830,1911,0,58,106160060,106170018,"61,6 + 60","61,7 + 18",Oberleitung,Gz-Bahn,bis 50 km/h,BS Gabelung - BS-Buchhorst,eingleisig,Hauptbahn, , ,,
144,xka_mrk_830,1911,1,34,106170018,106170052,"61,7 + 18","61,7 + 52",Oberleitung,Gz-Bahn,bis 50 km/h,BS Gabelung - BS-Buchhorst,zweigleisig,Hauptbahn, , ,,
145,xka_mrk_830,1911,1,1048,106170052,106280000,"61,7 + 52",62.8 +     0,Oberleitung,Gz-Bahn,bis 50 km/h,BS Gabelung - BS-Buchhorst,zweigleisig,Hauptbahn, ,Überlängenanfang,,
146,xka_mrk_830,1911,1,123,106280000,106290010,62.8 +     0,62.9 +    10,Oberleitung,Gz-Bahn,bis 50 km/h,BS Gabelung - BS-Buchhorst,zweigleisig,Hauptbahn,Überlängenanfang,Überlängenende,,
147,xka_mrk_830,1911,1,141,106290010,106300051,62.9 +    10,"63,0 + 51",Oberleitung,Gz-Bahn,bis 50 km/h,BS Gabelung - BS-Buchhorst,zweigleisig,Hauptbahn,Überlängenende, ,,
148,xka_mrk_830,1911,1,937,106300051,106390088,"63,0 + 51","63,9 + 88",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,BS Gabelung - BS-Buchhorst,zweigleisig,Hauptbahn, , ,,
149,xka_mrk_830,2000,0,230,100260019,100280049,"2,6 + 19","2,8 + 49",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Lünen - Münster,eingleisig,Hauptbahn, , ,,
150,xka_mrk_830,2000,1,1048,100280049,100380097,"2,8 + 49","3,8 + 97",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Lünen - Münster,zweigleisig,Hauptbahn, , ,,
151,xka_mrk_830,2010,1,1077,100920025,101030002,"9,2 + 25",10.3 +     2,Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Mecklenbeck - Sudmühle,zweigleisig,Hauptbahn, ,Fehllänge ankommend,,
152,xka_mrk_830,2010,1,12,101030002,101030014,10.3 +     2,10.3 +    14,Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Mecklenbeck - Sudmühle,zweigleisig,Hauptbahn,Fehllänge ankommend,Fehllänge abgehend,,
153,xka_mrk_830,2010,1,26,101030014,101030040,10.3 +    14,"10,3 + 40",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Mecklenbeck - Sudmühle,zweigleisig,Hauptbahn,Fehllänge abgehend, ,,
154,xka_mrk_830,2100,1,1075,101170000,101270075,"11,7 + 0","12,7 + 75",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Dortmund - Gronau,zweigleisig,Hauptbahn, , ,,
155,xka_mrk_830,2100,1,525,101270075,101330000,"12,7 + 75","13,3 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dortmund - Gronau,zweigleisig,Hauptbahn, , ,,
156,xka_mrk_830,2100,1,45,106070055,106080000,"60,7 + 55",60.8 +     0,nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Dortmund - Gronau,zweigleisig,Nebenbahn, ,Überlängenanfang,,
157,xka_mrk_830,2100,1,148,106080000,106080148,60.8 +     0,"60,8 + 148",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Dortmund - Gronau,zweigleisig,Nebenbahn,Überlängenanfang, ,,
158,xka_mrk_830,2100,1,118,106080148,106100000,"60,8 + 148",61.0 +     0,nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dortmund - Gronau,zweigleisig,Nebenbahn, ,Überlängenende,,
159,xka_mrk_830,2100,1,154,106100000,106110054,"61,0 + 0","61,1 + 54",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dortmund - Gronau,zweigleisig,Nebenbahn,Überlängenende, ,,
160,xka_mrk_830,2100,1,130,106110054,106120084,"61,1 + 54","61,2 + 84",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dortmund - Gronau,zweigleisig,Nebenbahn, , ,,
161,xka_mrk_830,2120,1,1473,100550050,100700023,"5,5 + 50","7,0 + 23",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,DO-Lütg Flm - DO Signal Iduna,zweigleisig,Hauptbahn, , ,,
162,xka_mrk_830,2120,0,10,100700023,100700033,"7,0 + 23","7,0 + 33",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,DO-Lütg Flm - DO Signal Iduna,eingleisig,Hauptbahn, , ,,
163,xka_mrk_830,2123,1,175,100380000,100390075,"3,8 + 0","3,9 + 75",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Abzw Buschstraße - Abzw Deusen,zweigleisig,Hauptbahn, , ,,
164,xka_mrk_830,2125,0,6,100000011,100000017,"0,0 + 11","0,0 + 17",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Abzw Stockumer Str. - Dortmund,eingleisig,Hauptbahn, , ,,
165,xka_mrk_830,2125,1,83,100000017,100010000,"0,0 + 17","0,1 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Abzw Stockumer Str. - Dortmund,zweigleisig,Hauptbahn, , ,,
166,xka_mrk_830,2132,0,116,100020058,100030074,"0,2 + 58","0,3 + 74",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Abzw Nette - DO-Scharnhorst,eingleisig,Hauptbahn, , ,,
167,xka_mrk_830,2132,1,359,100030074,100070033,"0,3 + 74","0,7 + 33",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Abzw Nette - DO-Scharnhorst,zweigleisig,Hauptbahn, , ,,
168,xka_mrk_830,2132,1,1267,100070033,100200000,"0,7 + 33","2,0 + 0",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Abzw Nette - DO-Scharnhorst,zweigleisig,Hauptbahn, , ,,
169,xka_mrk_830,2132,1,83,100200000,100200083,"2,0 + 0","2,0 + 83",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Abzw Nette - DO-Scharnhorst,zweigleisig,Hauptbahn, , ,,
170,xka_mrk_830,2132,1,290,101030010,101060000,"10,3 + 10","10,6 + 0",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Abzw Nette - DO-Scharnhorst,zweigleisig,Hauptbahn, , ,,
171,xka_mrk_830,2132,1,200,101060000,101080000,"10,6 + 0","10,8 + 0",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Abzw Nette - DO-Scharnhorst,zweigleisig,Hauptbahn, , ,,
172,xka_mrk_830,2132,1,1129,101080000,101190029,"10,8 + 0","11,9 + 29",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Abzw Nette - DO-Scharnhorst,zweigleisig,Hauptbahn, , ,,
173,xka_mrk_830,2140,1,136,99989963,100000000,"-0,1 + -36","0,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bochum-Langendreer - Witten,zweigleisig,Hauptbahn, , ,,
174,xka_mrk_830,2140,1,807,100210000,100290000,"2,1 + 0","2,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bochum-Langendreer - Witten,zweigleisig,Hauptbahn, , ,,
175,xka_mrk_830,2142,1,97,100020003,100030000,"0,2 + 3","0,3 + 0",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,"BO-Langendreer, W 210 - W 87",zweigleisig,Hauptbahn, , ,,
176,xka_mrk_830,2142,1,520,100030000,100080020,"0,3 + 0","0,8 + 20",Oberleitung,Gz-Bahn,bis 50 km/h,"BO-Langendreer, W 210 - W 87",zweigleisig,Hauptbahn, , ,,
177,xka_mrk_830,2142,1,212,100080020,100100032,"0,8 + 20","1,0 + 32",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,"BO-Langendreer, W 210 - W 87",zweigleisig,Hauptbahn, , ,,
178,xka_mrk_830,2142,0,77,100100032,100110009,"1,0 + 32","1,1 + 9",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,"BO-Langendreer, W 210 - W 87",eingleisig,Hauptbahn, , ,,
179,xka_mrk_830,2144,1,1736,100260047,100430083,"2,6 + 47","4,3 + 83",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Strw 2143/2144 - Wengern Ost,zweigleisig,Hauptbahn, , ,,
180,xka_mrk_830,2144,0,1057,100430083,100540040,"4,3 + 83","5,4 + 40",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Strw 2143/2144 - Wengern Ost,eingleisig,Hauptbahn, , ,,
181,xka_mrk_830,2158,1,2478,114600022,114850000,"146,0 + 22","148,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn, , ,,
182,xka_mrk_830,2158,1,4515,114850000,115300015,"148,5 + 0",153.0 +    15,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn, ,Fehllänge ankommend,,
183,xka_mrk_830,2158,1,22,115300015,115300045,153.0 +    15,153.0 +    45,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn,Fehllänge ankommend,Fehllänge abgehend,,
184,xka_mrk_830,2158,1,155,115300045,115320000,153.0 +    45,"153,2 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn,Fehllänge abgehend, ,,
185,xka_mrk_830,2158,1,800,115320000,115400000,"153,2 + 0","154,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn, , ,,
186,xka_mrk_830,2158,1,4070,115400000,115800070,"154,0 + 0",158.0 +    70,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn, ,Fehllänge ankommend,,
187,xka_mrk_830,2158,1,2,115800070,115800072,158.0 +    70,158.0 +    72,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn,Fehllänge ankommend,Fehllänge ankommend,,
188,xka_mrk_830,2158,1,28,115800072,115810000,158.0 +    72,158.1 +     0,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn,Fehllänge ankommend,Fehllänge abgehend,,
189,xka_mrk_830,2158,1,2100,115810000,116020000,158.1 +     0,"160,2 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn,Fehllänge abgehend, ,,
190,xka_mrk_830,2158,1,1100,116020000,116130000,"160,2 + 0","161,3 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn, , ,,
191,xka_mrk_830,2158,1,15,116130000,116130015,"161,3 + 0",161.3 +    15,Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn, ,Fehllänge ankommend,,
192,xka_mrk_830,2158,1,29,116130015,116130044,161.3 +    15,161.3 +    44,Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn,Fehllänge ankommend,Fehllänge abgehend,,
193,xka_mrk_830,2158,1,20,116130044,116130064,161.3 +    44,161.3 +    64,Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn,Fehllänge abgehend,Fehllänge ankommend,,
194,xka_mrk_830,2158,1,0,116130064,116130088,161.3 +    64,161.3 +    88,Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn,Fehllänge ankommend,Fehllänge abgehend,,
195,xka_mrk_830,2158,1,1212,116130088,116260000,161.3 +    88,"162,6 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn,Fehllänge abgehend, ,,
196,xka_mrk_830,2158,1,585,116260000,116310085,"162,6 + 0","163,1 + 85",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn, , ,,
197,xka_mrk_830,2158,1,1479,116310085,116460064,"163,1 + 85","164,6 + 64",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bochum - Dortmund,zweigleisig,Hauptbahn, , ,,
198,xka_mrk_830,2160,1,695,100020005,100090000,"0,2 + 5","0,9 + 0",Oberleitung,Pz-Bahn,ab 50 bis 100 km/h,Essen --Wattensch.-- - Bochum,zweigleisig,Hauptbahn, , ,,
199,xka_mrk_830,2160,1,500,100090000,100140000,"0,9 + 0",1.4 +     0,Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,Essen --Wattensch.-- - Bochum,zweigleisig,Hauptbahn, ,Fehllänge ankommend,,
200,xka_mrk_830,2160,1,0,100140000,100140015,1.4 +     0,1.4 +    15,Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,Essen --Wattensch.-- - Bochum,zweigleisig,Hauptbahn,Fehllänge ankommend,Fehllänge abgehend,,
201,xka_mrk_830,2160,1,2510,100140015,100390025,1.4 +    15,"3,9 + 25",Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,Essen --Wattensch.-- - Bochum,zweigleisig,Hauptbahn,Fehllänge abgehend, ,,
202,xka_mrk_830,2160,1,275,100390025,100420000,"3,9 + 25",4.2 +     0,Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,Essen --Wattensch.-- - Bochum,zweigleisig,Hauptbahn, ,Überlängenanfang,,
203,xka_mrk_830,2160,1,100,100420000,100430000,4.2 +     0,"4,3 + 0",Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,Essen --Wattensch.-- - Bochum,zweigleisig,Hauptbahn,Überlängenanfang, ,,
204,xka_mrk_830,2160,1,70,100430000,100430070,"4,3 + 0",4.3 +    70,Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,Essen --Wattensch.-- - Bochum,zweigleisig,Hauptbahn, ,Überlängenende,,
205,xka_mrk_830,2160,1,80,100430070,100440050,4.3 +    70,"4,4 + 50",Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,Essen --Wattensch.-- - Bochum,zweigleisig,Hauptbahn,Überlängenende, ,,
206,xka_mrk_830,2160,1,7369,100440050,101180019,"4,4 + 50","11,8 + 19",Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,Essen --Wattensch.-- - Bochum,zweigleisig,Hauptbahn, , ,,
207,xka_mrk_830,2160,1,7369,100440050,101180019,"4,4 + 50","11,8 + 19",Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,Essen --Wattensch.-- - Bochum,zweigleisig,Hauptbahn, , ,,
208,xka_mrk_830,2160,1,921,101480076,101580000,"14,8 + 76","15,8 + 0",Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,Essen --Wattensch.-- - Bochum,zweigleisig,Hauptbahn, , ,,
209,xka_mrk_830,2160,1,288,101580000,101600088,"15,8 + 0","16,0 + 88",Oberleitung,Pz-Bahn,ab 100 bis 120 km/h,Essen --Wattensch.-- - Bochum,zweigleisig,Hauptbahn, , ,,
210,xka_mrk_830,2163,0,187,99959935,99979922,"-0,4 + -64","-0,2 + -77",Oberleitung,Pz-Bahn,ab 50 bis 100 km/h,Essen - Essen-Kray Nord,eingleisig,Hauptbahn, , ,,
211,xka_mrk_830,2163,1,1997,99979922,100170020,"-0,2 + -77","1,7 + 20",Oberleitung,Pz-Bahn,ab 50 bis 100 km/h,Essen - Essen-Kray Nord,zweigleisig,Hauptbahn, , ,,
212,xka_mrk_830,2164,0,110,100050080,100060090,"0,5 + 80","0,6 + 90",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Essen - Essen-Kray Süd Abzw,eingleisig,Hauptbahn, , ,,
213,xka_mrk_830,2164,1,510,100060090,100120000,"0,6 + 90","1,2 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Essen - Essen-Kray Süd Abzw,zweigleisig,Hauptbahn, , ,,
214,xka_mrk_830,2164,1,600,100120000,100180000,"1,2 + 0",1.8 +     0,Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Essen - Essen-Kray Süd Abzw,zweigleisig,Hauptbahn, ,Überlängenanfang,,
215,xka_mrk_830,2164,1,200,100180000,100200000,1.8 +     0,2.0 +     0,Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Essen - Essen-Kray Süd Abzw,zweigleisig,Hauptbahn,Überlängenanfang,Überlängenende,,
216,xka_mrk_830,2164,1,100,100200000,100210000,2.0 +     0,"2,1 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Essen - Essen-Kray Süd Abzw,zweigleisig,Hauptbahn,Überlängenende, ,,
217,xka_mrk_830,2164,1,1400,100210000,100350000,"2,1 + 0","3,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Essen - Essen-Kray Süd Abzw,zweigleisig,Hauptbahn, , ,,
218,xka_mrk_830,2164,1,273,100350000,100370073,"3,5 + 0","3,7 + 73",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Essen - Essen-Kray Süd Abzw,zweigleisig,Hauptbahn, , ,,
219,xka_mrk_830,2175,1,392,100040023,100080015,"0,4 + 23","0,8 + 15",Oberleitung,Pz-Bahn,ab 50 bis 100 km/h,"Essen Hbf, W 10 - W 184",zweigleisig,Hauptbahn, , ,,
220,xka_mrk_830,2183,0,230,99949968,99969998,"-0,5 + -31","-0,3 + -1",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Mülheim-Styrum - Oberhausen,eingleisig,Hauptbahn, , ,,
221,xka_mrk_830,2183,1,151,99969998,99989949,"-0,3 + -1","-0,1 + -50",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Mülheim-Styrum - Oberhausen,zweigleisig,Hauptbahn, , ,,
222,xka_mrk_830,2184,1,677,100030023,100100000,"0,3 + 23",1.0 +     0,Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,"Mülheim-Styrum - Duisburg,W604",zweigleisig,Hauptbahn, ,Überlängenanfang,,
223,xka_mrk_830,2184,1,140,100100000,100110020,1.0 +     0,1.1 +    20,Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,"Mülheim-Styrum - Duisburg,W604",zweigleisig,Hauptbahn,Überlängenanfang,Überlängenende,,
224,xka_mrk_830,2184,1,2080,100110020,100320000,1.1 +    20,"3,2 + 0",Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,"Mülheim-Styrum - Duisburg,W604",zweigleisig,Hauptbahn,Überlängenende, ,,
225,xka_mrk_830,2184,1,1000,100320000,100420000,"3,2 + 0",4.2 +     0,Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,"Mülheim-Styrum - Duisburg,W604",zweigleisig,Hauptbahn, ,Überlängenanfang,,
226,xka_mrk_830,2184,1,230,100420000,100440000,4.2 +     0,4.4 +     0,Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,"Mülheim-Styrum - Duisburg,W604",zweigleisig,Hauptbahn,Überlängenanfang,Überlängenende,,
227,xka_mrk_830,2184,1,714,100440000,100510014,4.4 +     0,"5,1 + 14",Oberleitung,Pz-Bahn,ab 120 bis 160 km/h,"Mülheim-Styrum - Duisburg,W604",zweigleisig,Hauptbahn,Überlängenende, ,,
228,xka_mrk_830,2184,1,286,100510014,100540000,"5,1 + 14","5,4 + 0",Oberleitung,Pz-Bahn,ab 50 bis 100 km/h,"Mülheim-Styrum - Duisburg,W604",zweigleisig,Hauptbahn, , ,,
229,xka_mrk_830,2184,1,612,100540000,100600012,"5,4 + 0",6.0 +    12,Oberleitung,Pz-Bahn,ab 50 bis 100 km/h,"Mülheim-Styrum - Duisburg,W604",zweigleisig,Hauptbahn, ,Fehllänge ankommend,,
230,xka_mrk_830,2184,1,28,100600012,100600040,6.0 +    12,6.0 +    40,Oberleitung,Pz-Bahn,ab 50 bis 100 km/h,"Mülheim-Styrum - Duisburg,W604",zweigleisig,Hauptbahn,Fehllänge ankommend,Fehllänge abgehend,,
231,xka_mrk_830,2184,1,758,100600040,100670098,6.0 +    40,"6,7 + 98",Oberleitung,Pz-Bahn,ab 50 bis 100 km/h,"Mülheim-Styrum - Duisburg,W604",zweigleisig,Hauptbahn,Fehllänge abgehend, ,,
232,xka_mrk_830,2184,0,174,100670098,100690072,"6,7 + 98","6,9 + 72",Oberleitung,Pz-Bahn,ab 50 bis 100 km/h,"Mülheim-Styrum - Duisburg,W604",eingleisig,Hauptbahn, , ,,
233,xka_mrk_830,2190,1,500,101670000,101720000,"16,7 + 0","17,2 + 0",Oberleitung,S-Bahn,ab 50 bis 100 km/h,"Bochum - Dortmund Hbf, W 207",zweigleisig,Hauptbahn, , ,,
234,xka_mrk_830,2191,1,15,100780085,100790000,"7,8 + 85","7,9 + 0",Oberleitung,S-Bahn,ab 100 bis 120 km/h,DO-Mengede - DO-Dorstfeld,zweigleisig,Hauptbahn, , ,,
235,xka_mrk_830,2191,1,1515,100790000,100940015,"7,9 + 0","9,4 + 15",Oberleitung,S-Bahn,ab 50 bis 100 km/h,DO-Mengede - DO-Dorstfeld,zweigleisig,Hauptbahn, , ,,
236,xka_mrk_830,2191,0,41,100940015,100940056,"9,4 + 15","9,4 + 56",Oberleitung,S-Bahn,ab 50 bis 100 km/h,DO-Mengede - DO-Dorstfeld,eingleisig,Hauptbahn, , ,,
237,xka_mrk_830,2191,0,24,100940056,100940080,"9,4 + 56","9,4 + 80",Oberleitung,S-Bahn,ab 50 bis 100 km/h,DO-Mengede - DO-Dorstfeld,eingleisig,Hauptbahn, , ,,
238,xka_mrk_830,2200,0,159,99979942,99999901,"-0,2 + -57","-0,0 + -98",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wanne-Eickel - Hamburg,eingleisig,Hauptbahn, , ,,
239,xka_mrk_830,2200,1,1049,99999901,100090051,"-0,0 + -98","0,9 + 51",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wanne-Eickel - Hamburg,zweigleisig,Hauptbahn, , ,,
240,xka_mrk_830,2200,1,38704,128070000,131940000,"280,7 + 0","319,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 160 bis 200 km/h,Wanne-Eickel - Hamburg,zweigleisig,Hauptbahn, , ,,
